user_name,review_text,rating,label,cleaned_review_text,tokenized_review,review_length,all_caps_ratio,sentiment,relevancy_score,emotions
Kathy Youngquist,"Correcting Electrical Wiring Upgrade Mistakes in a 1958 Home:

1) Knowledgeable/Thorough/Detailed/Meticulous/ Methodical - carefully inspected and corrected the wiring problems caused by the previous electrician, including the problems in the dark, narrow, cramped, crawl space under the house.

2) Professional/Great Customer Service - accommodated 2 work schedules, text reminders, arrival updates, arrived in a timely manner, polite, neat, tidy.

3) Patient/ Pleasant - had many lengthy discussions with us to make sure that we understood what, why and how they planned to repair the previous electrician's wiring mistakes.  Took before and after photos because we lived out-of-town.

They guarantee their work for 17 years so you know that their service is impeccable!  I would hire them again and highly recommend them!!!
Kathy Y.",5,Valid,"correcting electrical wiring upgrade mistakes in a  home

 knowledgeablethoroughdetailedmeticulous methodical  carefully inspected and corrected the wiring problems caused by the previous electrician including the problems in the dark narrow cramped crawl space under the house

 professionalgreat customer service  accommodated  work schedules text reminders arrival updates arrived in a timely manner polite neat tidy

 patient pleasant  had many lengthy discussions with us to make sure that we understood what why and how they planned to repair the previous electricians wiring mistakes  took before and after photos because we lived outoftown

they guarantee their work for  years so you know that their service is impeccable  i would hire them again and highly recommend them
kathy y","['correcting', 'electrical', 'wiring', 'upgrade', 'mistakes', ' ', 'home', '\n\n ', 'knowledgeablethoroughdetailedmeticulous', 'methodical', ' ', 'carefully', 'inspected', 'corrected', 'wiring', 'problems', 'caused', 'previous', 'electrician', 'including', 'problems', 'dark', 'narrow', 'cramped', 'crawl', 'space', 'house', '\n\n ', 'professionalgreat', 'customer', 'service', ' ', 'accommodated', ' ', 'work', 'schedules', 'text', 'reminders', 'arrival', 'updates', 'arrived', 'timely', 'manner', 'polite', 'neat', 'tidy', '\n\n ', 'patient', 'pleasant', ' ', 'lengthy', 'discussions', 'sure', 'understood', 'planned', 'repair', 'previous', 'electricians', 'wiring', 'mistakes', ' ', 'took', 'photos', 'lived', 'outoftown', '\n\n', 'guarantee', 'work', ' ', 'years', 'know', 'service', 'impeccable', ' ', 'hire', 'highly', 'recommend', '\n', 'kathy', 'y']",80,0.016260162601626018,POSITIVE,100,none
rezan asfaw,I had a very good experience with these guys. I would call them in the future and recommend them.,5,Valid,i had a very good experience with these guys i would call them in the future and recommend them,"['good', 'experience', 'guys', 'future', 'recommend']",5,0.10526315789473684,POSITIVE,47,none
Geraldine B,"Frankly, I've not had very good experiences with the electricians. I came across Five or Free Electrical online... Now that they've come out a few times it's time to write a review:
Five or Free is an all-around first class company. The whole process has been thought out, from initial contact to mailing inspection permits. They EXPERTLY replaced an out-dated sub panel (which was a fire risk and no small task), and installed an EVSE from the main panel to the garage. The EVSE installation required a bit of logistics and some de-construction/construction. The result is that it's in just the right place for ease of use and looks very nice.
I asked one technician how to approach garage door repair companies and his great advice was a bonus. The folks at Five or Free are communicative, professional, honest, and most importantly, the electricians do excellent work. It's a pleasure doing business with them.",5,Valid,"frankly ive not had very good experiences with the electricians i came across five or free electrical online now that theyve come out a few times its time to write a review
five or free is an allaround first class company the whole process has been thought out from initial contact to mailing inspection permits they expertly replaced an outdated sub panel which was a fire risk and no small task and installed an evse from the main panel to the garage the evse installation required a bit of logistics and some deconstructionconstruction the result is that its in just the right place for ease of use and looks very nice
i asked one technician how to approach garage door repair companies and his great advice was a bonus the folks at five or free are communicative professional honest and most importantly the electricians do excellent work its a pleasure doing business with them","['frankly', 've', 'good', 'experiences', 'electricians', 'came', 'free', 'electrical', 'online', 've', 'come', 'times', 'time', 'write', 'review', '\n', 'free', 'allaround', 'class', 'company', 'process', 'thought', 'initial', 'contact', 'mailing', 'inspection', 'permits', 'expertly', 'replaced', 'outdated', 'sub', 'panel', 'fire', 'risk', 'small', 'task', 'installed', 'evse', 'main', 'panel', 'garage', 'evse', 'installation', 'required', 'bit', 'logistics', 'deconstructionconstruction', 'result', 'right', 'place', 'ease', 'use', 'looks', 'nice', '\n', 'asked', 'technician', 'approach', 'garage', 'door', 'repair', 'companies', 'great', 'advice', 'bonus', 'folks', 'free', 'communicative', 'professional', 'honest', 'importantly', 'electricians', 'excellent', 'work', 'pleasure', 'business']",76,0.032467532467532464,POSITIVE,100,none
Tynker Bear,"Bad experience, very unprofessional. Not going to use them again.",1,Rant,bad experience very unprofessional not going to use them again,"['bad', 'experience', 'unprofessional', 'going', 'use']",5,0.0,NEGATIVE,44,disapproval
Kallie Benjamin,"I had a second fertility reading with Brianna in the beginning of may. She told me she saw the months july and September being significant. I believe July was the beginning of a new cycle that lead to conception, September we have our first ultrasound. 🥺😍❤ she said you saw the color orange also being significant in some way, possibly a sign to let me know baby is on the way. The day i had the reading with her i started seeing orange everything/everywhere. The early symptoms she predicted are also so spot on! Mood swings, irritability, increased appetite, change in cm and heightened sense of smell. The monthly cards she pulled for me have also lined up and made complete sense so far. I highly recommend booking a reading with Brianna!",5,Irrelevant,i had a second fertility reading with brianna in the beginning of may she told me she saw the months july and september being significant i believe july was the beginning of a new cycle that lead to conception september we have our first ultrasound  she said you saw the color orange also being significant in some way possibly a sign to let me know baby is on the way the day i had the reading with her i started seeing orange everythingeverywhere the early symptoms she predicted are also so spot on mood swings irritability increased appetite change in cm and heightened sense of smell the monthly cards she pulled for me have also lined up and made complete sense so far i highly recommend booking a reading with brianna,"['second', 'fertility', 'reading', 'brianna', 'beginning', 'told', 'saw', 'months', 'july', 'september', 'significant', 'believe', 'july', 'beginning', 'new', 'cycle', 'lead', 'conception', 'september', 'ultrasound', ' ', 'said', 'saw', 'color', 'orange', 'significant', 'way', 'possibly', 'sign', 'let', 'know', 'baby', 'way', 'day', 'reading', 'started', 'seeing', 'orange', 'everythingeverywhere', 'early', 'symptoms', 'predicted', 'spot', 'mood', 'swings', 'irritability', 'increased', 'appetite', 'change', 'cm', 'heightened', 'sense', 'smell', 'monthly', 'cards', 'pulled', 'lined', 'complete', 'sense', 'far', 'highly', 'recommend', 'booking', 'reading', 'brianna']",65,0.022727272727272728,POSITIVE,100,neutral
Samantha Diaz,"I originally bought a fertility reading from her but a couple days before it, I found out I was pregnant. I wrote her and she changed it to a pregnancy reading. She said she seen the date of July 28th, which was my EDD ( and it was my DD as I know the day I conceive ). I had my baby boy on friday july 23rd via Induction and it was very intense, and she said it would be intense. I was given the numbers 4 and 5 regarding him or this pregnancy, and all I can think about is he is my 5th baby, but 4th pregnancy ( I have a set of twins ). She seen him being the last in line, which meant he was going to be my last baby.. and we are pretty sure we are done. She also said he will fight his sleep and always want to be awake to not miss out on anything and even though he is almost 2 weeks we can definitely see it as he likes to already fight his sleep. Thanks for my reading brianna,  i look forward to seeing how/who he grows up being and thanks for the reading. I would definitely use you again!",5,Irrelevant,i originally bought a fertility reading from her but a couple days before it i found out i was pregnant i wrote her and she changed it to a pregnancy reading she said she seen the date of july th which was my edd  and it was my dd as i know the day i conceive  i had my baby boy on friday july rd via induction and it was very intense and she said it would be intense i was given the numbers  and  regarding him or this pregnancy and all i can think about is he is my th baby but th pregnancy  i have a set of twins  she seen him being the last in line which meant he was going to be my last baby and we are pretty sure we are done she also said he will fight his sleep and always want to be awake to not miss out on anything and even though he is almost  weeks we can definitely see it as he likes to already fight his sleep thanks for my reading brianna  i look forward to seeing howwho he grows up being and thanks for the reading i would definitely use you again,"['originally', 'bought', 'fertility', 'reading', 'couple', 'days', 'found', 'pregnant', 'wrote', 'changed', 'pregnancy', 'reading', 'said', 'seen', 'date', 'july', 'th', 'edd', ' ', 'dd', 'know', 'day', 'conceive', ' ', 'baby', 'boy', 'friday', 'july', 'rd', 'induction', 'intense', 'said', 'intense', 'given', 'numbers', ' ', ' ', 'pregnancy', 'think', 'th', 'baby', 'th', 'pregnancy', ' ', 'set', 'twins', ' ', 'seen', 'line', 'meant', 'going', 'baby', 'pretty', 'sure', 'said', 'fight', 'sleep', 'want', 'awake', 'miss', ' ', 'weeks', 'definitely', 'likes', 'fight', 'sleep', 'thanks', 'reading', 'brianna', ' ', 'look', 'forward', 'seeing', 'howwho', 'grows', 'thanks', 'reading', 'definitely', 'use']",79,0.06190476190476191,POSITIVE,100,neutral
Damian T. McCalman,Heart. Talent. Focus. Grit. Mastermind.,5,Irrelevant,heart talent focus grit mastermind,"['heart', 'talent', 'focus', 'grit', 'mastermind']",5,0.0,POSITIVE,42,none
Slime Sk8s,"100% Legitimate,  I would encourage anyone interested should go check out his social media for contact information.",5,Ad, legitimate  i would encourage anyone interested should go check out his social media for contact information,"[' ', 'legitimate', ' ', 'encourage', 'interested', 'check', 'social', 'media', 'contact', 'information']",10,0.058823529411764705,NEGATIVE,46,approval
NOBODD SPECIAL,A real true motivator,5,Irrelevant,a real true motivator,"['real', 'true', 'motivator']",3,0.25,POSITIVE,36,none
IsSa CyN,Love Great music,5,Irrelevant,love great music,"['love', 'great', 'music']",3,0.0,POSITIVE,41,love
Triple Platinum Records,Triple Platinum Only 🔥🔥🔥,5,Ad,triple platinum only ,"['triple', 'platinum']",2,0.0,POSITIVE,41,neutral
Zuri superpgz,👏👏👏,5,Ad,,[],0,0.0,POSITIVE,28,neutral
Kevin Worrell,"David Chelf is the owner of Airstream Innovations.  He has been excellent in his communications with us, gets back to us in a day or less and has visited us in Washington State.  His ethics are outstanding.  I rarely meet individuals who are as upstanding as he is.  Ignore the haters who have commented here.  They're competitors who hate his superior product.",5,Valid,david chelf is the owner of airstream innovations  he has been excellent in his communications with us gets back to us in a day or less and has visited us in washington state  his ethics are outstanding  i rarely meet individuals who are as upstanding as he is  ignore the haters who have commented here  theyre competitors who hate his superior product,"['david', 'chelf', 'owner', 'airstream', 'innovations', ' ', 'excellent', 'communications', 'gets', 'day', 'visited', 'washington', 'state', ' ', 'ethics', 'outstanding', ' ', 'rarely', 'meet', 'individuals', 'upstanding', ' ', 'ignore', 'haters', 'commented', ' ', 'competitors', 'hate', 'superior', 'product']",30,0.016129032258064516,POSITIVE,70,none
Rohembo Rohembo,"Owner makes customers pay 100% upfront and defaults on contract. Blames customers, doesn't return phone calls, sends wrong materials, does not have engineered drawings. Don't even think about paying for his installation services, they will charge you and leave you hanging for 12 months. Ask any of their customers in Arizona or in the citrus industry.  BUYER BEWARE - SCAM",1,Rant,owner makes customers pay  upfront and defaults on contract blames customers doesnt return phone calls sends wrong materials does not have engineered drawings dont even think about paying for his installation services they will charge you and leave you hanging for  months ask any of their customers in arizona or in the citrus industry  buyer beware  scam,"['owner', 'makes', 'customers', 'pay', ' ', 'upfront', 'defaults', 'contract', 'blames', 'customers', 'nt', 'return', 'phone', 'calls', 'sends', 'wrong', 'materials', 'engineered', 'drawings', 'nt', 'think', 'paying', 'installation', 'services', 'charge', 'leave', 'hanging', ' ', 'months', 'ask', 'customers', 'arizona', 'citrus', 'industry', ' ', 'buyer', 'beware', ' ', 'scam']",39,0.05,NEGATIVE,68,neutral
DJi Phantom Drone,"The most recent review clearly has not purchased or installed. I personally witnessed the destruction of the airstream greenhouses on the farm near Temecula California.   The negative reviews are 100% accurate. David Chelf is dishonest. He doesn’t take care of his customers. He has zero service after purchase.  Google David Chelf, his reputation is clearly stated in his internet presence.  And if your in the marijuana industry, forget about support. Forget about how to heating at night, in the winter etc. forget about light drop. Reach out to his current customers for your own review.  Hibuddy organis in Arizona will tell your the same. Young’s nursery in thermal California. AND David Chelf just got sued by his investors for frauds.

STAY AWAY- BUYER BEWARE. Email me directly for photos and video of failing airstream greenhouses.

Wish i could give this negative stars.",1,Rant,"the most recent review clearly has not purchased or installed i personally witnessed the destruction of the airstream greenhouses on the farm near temecula california   the negative reviews are  accurate david chelf is dishonest he doesnt take care of his customers he has zero service after purchase  google david chelf his reputation is clearly stated in his internet presence  and if your in the marijuana industry forget about support forget about how to heating at night in the winter etc forget about light drop reach out to his current customers for your own review  hibuddy organis in arizona will tell your the same youngs nursery in thermal california and david chelf just got sued by his investors for frauds

stay away buyer beware email me directly for photos and video of failing airstream greenhouses

wish i could give this negative stars","['recent', 'review', 'clearly', 'purchased', 'installed', 'personally', 'witnessed', 'destruction', 'airstream', 'greenhouses', 'farm', 'near', 'temecula', 'california', '  ', 'negative', 'reviews', ' ', 'accurate', 'david', 'chelf', 'dishonest', 'nt', 'care', 'customers', 'zero', 'service', 'purchase', ' ', 'google', 'david', 'chelf', 'reputation', 'clearly', 'stated', 'internet', 'presence', ' ', 'marijuana', 'industry', 'forget', 'support', 'forget', 'heating', 'night', 'winter', 'etc', 'forget', 'light', 'drop', 'reach', 'current', 'customers', 'review', ' ', 'hibuddy', 'organis', 'arizona', 'tell', 'youngs', 'nursery', 'thermal', 'california', 'david', 'chelf', 'got', 'sued', 'investors', 'frauds', '\n\n', 'stay', 'away', 'buyer', 'beware', 'email', 'directly', 'photos', 'video', 'failing', 'airstream', 'greenhouses', '\n\n', 'wish', 'negative', 'stars']",85,0.04225352112676056,NEGATIVE,100,disapproval
Black Lotus Group,"Incredibly poor business ethics. Zero commutation,  constant extreme late shipments, no building instructions, way over priced with mediocre materials.

Hands down the worst purchase I've ever made. Worst company I've ever had to deal with.

I will never buy another building from this company again .

I would never give this greenhouse company a positive recommendation.

Do yourself a favor and reach out to their other customers before buying. I wish someone had warned me.",1,Rant,"incredibly poor business ethics zero commutation  constant extreme late shipments no building instructions way over priced with mediocre materials

hands down the worst purchase ive ever made worst company ive ever had to deal with

i will never buy another building from this company again 

i would never give this greenhouse company a positive recommendation

do yourself a favor and reach out to their other customers before buying i wish someone had warned me","['incredibly', 'poor', 'business', 'ethics', 'zero', 'commutation', ' ', 'constant', 'extreme', 'late', 'shipments', 'building', 'instructions', 'way', 'priced', 'mediocre', 'materials', '\n\n', 'hands', 'worst', 'purchase', 've', 'worst', 'company', 've', 'deal', '\n\n', 'buy', 'building', 'company', '\n\n', 'greenhouse', 'company', 'positive', 'recommendation', '\n\n', 'favor', 'reach', 'customers', 'buying', 'wish', 'warned']",42,0.04,NEGATIVE,76,none
E Waterman,"I purchased a Contender a few years back (worse time of the year what being the holidays early December 2014), just my luck the factory had em on BO. Conte Sales kept me posted and updated as to status right up to installation (Jan. 2015) which they performed flawlessly...perfect with no issues and it has kept true since then. Table basically paid for itself by the savings over table use pay time.
They had a wide assortment of accessories to choose from which I took advantage of: over table lighting, cues w/rack, balls, chaulk and a specially made leather cover. I even purchased 2 sets of high quality competition bristle board darts along with a set of electronic board darts and extra tips while there.
Fast forward to 3/8/18 and due to a flooring update requiring moving table I needed some reliable advice as to proper procedure which John was more than willing to render. He even recalled the original purchase/installation and treated me just like family.
Excellent company to do business with. Thank you guys.",5,Valid,"i purchased a contender a few years back worse time of the year what being the holidays early december  just my luck the factory had em on bo conte sales kept me posted and updated as to status right up to installation jan  which they performed flawlesslyperfect with no issues and it has kept true since then table basically paid for itself by the savings over table use pay time
they had a wide assortment of accessories to choose from which i took advantage of over table lighting cues wrack balls chaulk and a specially made leather cover i even purchased  sets of high quality competition bristle board darts along with a set of electronic board darts and extra tips while there
fast forward to  and due to a flooring update requiring moving table i needed some reliable advice as to proper procedure which john was more than willing to render he even recalled the original purchaseinstallation and treated me just like family
excellent company to do business with thank you guys","['purchased', 'contender', 'years', 'worse', 'time', 'year', 'holidays', 'early', 'december', ' ', 'luck', 'factory', 'em', 'bo', 'conte', 'sales', 'kept', 'posted', 'updated', 'status', 'right', 'installation', 'jan', ' ', 'performed', 'flawlesslyperfect', 'issues', 'kept', 'true', 'table', 'basically', 'paid', 'savings', 'table', 'use', 'pay', 'time', '\n', 'wide', 'assortment', 'accessories', 'choose', 'took', 'advantage', 'table', 'lighting', 'cues', 'wrack', 'balls', 'chaulk', 'specially', 'leather', 'cover', 'purchased', ' ', 'sets', 'high', 'quality', 'competition', 'bristle', 'board', 'darts', 'set', 'electronic', 'board', 'darts', 'extra', 'tips', '\n', 'fast', 'forward', ' ', 'flooring', 'update', 'requiring', 'moving', 'table', 'needed', 'reliable', 'advice', 'proper', 'procedure', 'john', 'willing', 'render', 'recalled', 'original', 'purchaseinstallation', 'treated', 'like', 'family', '\n', 'excellent', 'company', 'business', 'thank', 'guys']",97,0.028409090909090908,NEGATIVE,100,none
roberto gonzalez,Variety of stuff,5,Irrelevant,variety of stuff,"['variety', 'stuff']",2,0.0,POSITIVE,41,neutral
Yuri Cheremetiev,This device is truly life saving. Well worth the money. I highly recommend this to all drivers and parents who want to make sure their kids are paying attention to the road and not using their phones while driving. #savelives #distracteddrivingdevice,5,Valid,this device is truly life saving well worth the money i highly recommend this to all drivers and parents who want to make sure their kids are paying attention to the road and not using their phones while driving savelives distracteddrivingdevice,"['device', 'truly', 'life', 'saving', 'worth', 'money', 'highly', 'recommend', 'drivers', 'parents', 'want', 'sure', 'kids', 'paying', 'attention', 'road', 'phones', 'driving', 'savelives', 'distracteddrivingdevice']",20,0.024390243902439025,POSITIVE,59,admiration
Dominique Bommarito,Limo express is by far one of the best limo services I have used... very friendly.. I would recommend to anybody that needs a limo to use them,5,Valid,limo express is by far one of the best limo services i have used very friendly i would recommend to anybody that needs a limo to use them,"['limo', 'express', 'far', 'best', 'limo', 'services', 'friendly', 'recommend', 'anybody', 'needs', 'limo', 'use']",12,0.07142857142857142,POSITIVE,52,admiration
Zac Brindley,"On October 12th the driver of one of their escalade limos wasnt paying attention and reversed completely destroying the front end of my car (with a full limo of people), spoke to the owner on the drivers cell phone and was reassured they would pay for the damages and to contact the office that following Monday and they would take care of me.  Not only did they not return any calls after several days nor answer my my facebook messege (which they read) my car was totaled by the insurance company and I am currently without a car.  Thank God I called the police and a report was made stating it was their fault, because had I not I would have been completely screwed due to Michigan's no fault.

A dishonest company and your money is better spent elsewhere

I wish i could leave 0 stars",1,Rant,"on october th the driver of one of their escalade limos wasnt paying attention and reversed completely destroying the front end of my car with a full limo of people spoke to the owner on the drivers cell phone and was reassured they would pay for the damages and to contact the office that following monday and they would take care of me  not only did they not return any calls after several days nor answer my my facebook messege which they read my car was totaled by the insurance company and i am currently without a car  thank god i called the police and a report was made stating it was their fault because had i not i would have been completely screwed due to michigans no fault

a dishonest company and your money is better spent elsewhere

i wish i could leave  stars","['october', 'th', 'driver', 'escalade', 'limos', 'nt', 'paying', 'attention', 'reversed', 'completely', 'destroying', 'end', 'car', 'limo', 'people', 'spoke', 'owner', 'drivers', 'cell', 'phone', 'reassured', 'pay', 'damages', 'contact', 'office', 'following', 'monday', 'care', ' ', 'return', 'calls', 'days', 'answer', 'facebook', 'messege', 'read', 'car', 'totaled', 'insurance', 'company', 'currently', 'car', ' ', 'thank', 'god', 'called', 'police', 'report', 'stating', 'fault', 'completely', 'screwed', 'michigans', 'fault', '\n\n', 'dishonest', 'company', 'money', 'better', 'spent', '\n\n', 'wish', 'leave', ' ', 'stars']",65,0.0410958904109589,NEGATIVE,100,none
Mrs Me,"If I could them ZERO stars I would. Day of my sister's wedding our bus stopped, had to wait 30+ minutes for them to bri' g us another bus a d when we called the office, they acted as if it wasn't a big deal.  .  . I would never SPEND my money with them.",1,Rant,if i could them zero stars i would day of my sisters wedding our bus stopped had to wait  minutes for them to bri g us another bus a d when we called the office they acted as if it wasnt a big deal     i would never spend my money with them,"['zero', 'stars', 'day', 'sisters', 'wedding', 'bus', 'stopped', 'wait', ' ', 'minutes', 'bri', 'g', 'bus', 'd', 'called', 'office', 'acted', 'nt', 'big', 'deal', '    ', 'spend', 'money']",23,0.09090909090909091,NEGATIVE,65,none
tonya Johnson,Alright Staff,3,Irrelevant,alright staff,"['alright', 'staff']",2,0.0,POSITIVE,40,neutral
Kara O'Brien,Industry Arabic was fantastic to work with. I work at a international development firm which required the professional translation of a government document written in Arabic. Industry Arabic was able to turn around the translation in a timely and professional manner. They were also very receptive when we requested additional paragraphs and formatting to be included in the price. Industry Arabic was highly responsive throughout the entire process which was incredibly helpful. I would highly recommend working with Industry Arabic and I look forward to working with them again in the future.,5,Valid,industry arabic was fantastic to work with i work at a international development firm which required the professional translation of a government document written in arabic industry arabic was able to turn around the translation in a timely and professional manner they were also very receptive when we requested additional paragraphs and formatting to be included in the price industry arabic was highly responsive throughout the entire process which was incredibly helpful i would highly recommend working with industry arabic and i look forward to working with them again in the future,"['industry', 'arabic', 'fantastic', 'work', 'work', 'international', 'development', 'firm', 'required', 'professional', 'translation', 'government', 'document', 'written', 'arabic', 'industry', 'arabic', 'able', 'turn', 'translation', 'timely', 'professional', 'manner', 'receptive', 'requested', 'additional', 'paragraphs', 'formatting', 'included', 'price', 'industry', 'arabic', 'highly', 'responsive', 'entire', 'process', 'incredibly', 'helpful', 'highly', 'recommend', 'working', 'industry', 'arabic', 'look', 'forward', 'working', 'future']",47,0.03260869565217391,POSITIVE,85,admiration
Laithnmasri,"Responded very quickly for a personal project I needed translation for. Not only did they provide a great translation, they were able to provide the context and pronunciation for the text I was translating. It truly was above and beyond customer service and I couldn't be more happy.",5,Valid,responded very quickly for a personal project i needed translation for not only did they provide a great translation they were able to provide the context and pronunciation for the text i was translating it truly was above and beyond customer service and i couldnt be more happy,"['responded', 'quickly', 'personal', 'project', 'needed', 'translation', 'provide', 'great', 'translation', 'able', 'provide', 'context', 'pronunciation', 'text', 'translating', 'truly', 'customer', 'service', 'nt', 'happy']",20,0.0625,POSITIVE,62,admiration
Treda Marie,Prompt and friendly service! A joy to work with :-),5,Valid,prompt and friendly service a joy to work with ,"['prompt', 'friendly', 'service', 'joy', 'work']",5,0.1,POSITIVE,42,joy
Mary Scherer,"I had the pleasure of working with Michael Joseph at Industry Arabic to accomplish my company's Arabic translation needs over 8+ months. Time and time again, I was amazed by their quick response time and skillfulness to tackle any translation job that I sent them, be that Web Copy, Formal Invitations, Email Correspondence or Legal Documents. We chose Industry Arabic after researching several other translation services and I could not be happier with our selection.",5,Valid,i had the pleasure of working with michael joseph at industry arabic to accomplish my companys arabic translation needs over  months time and time again i was amazed by their quick response time and skillfulness to tackle any translation job that i sent them be that web copy formal invitations email correspondence or legal documents we chose industry arabic after researching several other translation services and i could not be happier with our selection,"['pleasure', 'working', 'michael', 'joseph', 'industry', 'arabic', 'accomplish', 'companys', 'arabic', 'translation', 'needs', ' ', 'months', 'time', 'time', 'amazed', 'quick', 'response', 'time', 'skillfulness', 'tackle', 'translation', 'job', 'sent', 'web', 'copy', 'formal', 'invitations', 'email', 'correspondence', 'legal', 'documents', 'chose', 'industry', 'arabic', 'researching', 'translation', 'services', 'happier', 'selection']",40,0.05333333333333334,POSITIVE,76,none
Maliha Ali,"Exceptional customer-centric service! Industry Arabic takes extra effort to understand the context of the required translation product. This results in not just a perfect product, but one that is appropriate to the function it was created for. Moreover,  the team engages in hassle free and timely follow up and revisions if needed. I highly recommend Industry Arabic for its excellent customer service. Great quality for a reasonable price!",5,Valid,exceptional customercentric service industry arabic takes extra effort to understand the context of the required translation product this results in not just a perfect product but one that is appropriate to the function it was created for moreover  the team engages in hassle free and timely follow up and revisions if needed i highly recommend industry arabic for its excellent customer service great quality for a reasonable price,"['exceptional', 'customercentric', 'service', 'industry', 'arabic', 'takes', 'extra', 'effort', 'understand', 'context', 'required', 'translation', 'product', 'results', 'perfect', 'product', 'appropriate', 'function', 'created', ' ', 'team', 'engages', 'hassle', 'free', 'timely', 'follow', 'revisions', 'needed', 'highly', 'recommend', 'industry', 'arabic', 'excellent', 'customer', 'service', 'great', 'quality', 'reasonable', 'price']",39,0.014705882352941176,POSITIVE,73,admiration
Mike Niconchuk,"Their team is top-notch. We sent them some massive technical projects and they did an excellent job, even for unfamiliar terminology. We did use a subsequent grammar review company, since Arabic often needs that extra layer of refinement, but overall Industry Arabic did a stellar job and I cannot recommend them highly enough.",5,Valid,their team is topnotch we sent them some massive technical projects and they did an excellent job even for unfamiliar terminology we did use a subsequent grammar review company since arabic often needs that extra layer of refinement but overall industry arabic did a stellar job and i cannot recommend them highly enough,"['team', 'topnotch', 'sent', 'massive', 'technical', 'projects', 'excellent', 'job', 'unfamiliar', 'terminology', 'use', 'subsequent', 'grammar', 'review', 'company', 'arabic', 'needs', 'extra', 'layer', 'refinement', 'overall', 'industry', 'arabic', 'stellar', 'job', 'recommend', 'highly']",27,0.018867924528301886,POSITIVE,66,admiration
David Hoff,"I have used Industry Arabic to translate two sections of audio in Arabic into English text and they did an excellent job in both cases. The turn around time was short, the quality was excellent and the price was reasonable. I will use them again.",5,Valid,i have used industry arabic to translate two sections of audio in arabic into english text and they did an excellent job in both cases the turn around time was short the quality was excellent and the price was reasonable i will use them again,"['industry', 'arabic', 'translate', 'sections', 'audio', 'arabic', 'english', 'text', 'excellent', 'job', 'cases', 'turn', 'time', 'short', 'quality', 'excellent', 'price', 'reasonable', 'use']",19,0.044444444444444446,POSITIVE,61,admiration
Adam Molyneux-Berry,"Professional, easy to deal with and delivering great quality work. Micheal even worked over the weekend to complete, notarise and send the document we needed translated. Would highly recommend their services.",5,Valid,professional easy to deal with and delivering great quality work micheal even worked over the weekend to complete notarise and send the document we needed translated would highly recommend their services,"['professional', 'easy', 'deal', 'delivering', 'great', 'quality', 'work', 'micheal', 'worked', 'weekend', 'complete', 'notarise', 'send', 'document', 'needed', 'translated', 'highly', 'recommend', 'services']",19,0.0,POSITIVE,55,admiration
Cory Stephens,"Industry Arabic has translated the entirety of my website, professional contracts, formal letters, and other communications. The team is professional, they work fast, and they will continue to be my primary resource for Arabic translations. Great company to do business with, Highly recommended.",5,Valid,industry arabic has translated the entirety of my website professional contracts formal letters and other communications the team is professional they work fast and they will continue to be my primary resource for arabic translations great company to do business with highly recommended,"['industry', 'arabic', 'translated', 'entirety', 'website', 'professional', 'contracts', 'formal', 'letters', 'communications', 'team', 'professional', 'work', 'fast', 'continue', 'primary', 'resource', 'arabic', 'translations', 'great', 'company', 'business', 'highly', 'recommended']",24,0.0,POSITIVE,61,admiration
Manar Mohsen,"Having collaborated closely and regularly with Industry Arabic for over a year for their translation and transcription services (Arabic-English-French),  I cannot recommend them strongly enough — highly professional, excellent quality of work, and accommodating to the specific needs of your project. They are very committed, and take the time to understand and work on the basis of the details of the project, in order to ensure that you receive the best product possible.",5,Valid,having collaborated closely and regularly with industry arabic for over a year for their translation and transcription services arabicenglishfrench  i cannot recommend them strongly enough  highly professional excellent quality of work and accommodating to the specific needs of your project they are very committed and take the time to understand and work on the basis of the details of the project in order to ensure that you receive the best product possible,"['having', 'collaborated', 'closely', 'regularly', 'industry', 'arabic', 'year', 'translation', 'transcription', 'services', 'arabicenglishfrench', ' ', 'recommend', 'strongly', ' ', 'highly', 'professional', 'excellent', 'quality', 'work', 'accommodating', 'specific', 'needs', 'project', 'committed', 'time', 'understand', 'work', 'basis', 'details', 'project', 'order', 'ensure', 'receive', 'best', 'product', 'possible']",37,0.0136986301369863,POSITIVE,76,none
Usama Hassanein,"I had a pleasant experience with Industry Arabic, they did the translation in a propositional and timely manner, Cant ask for better outcome. Great Job!",5,Valid,i had a pleasant experience with industry arabic they did the translation in a propositional and timely manner cant ask for better outcome great job,"['pleasant', 'experience', 'industry', 'arabic', 'translation', 'propositional', 'timely', 'manner', 'nt', 'ask', 'better', 'outcome', 'great', 'job']",14,0.04,POSITIVE,51,"admiration, gratitude"
