user_name,review_text,rating,label
Damian T. McCalman,Heart. Talent. Focus. Grit. Mastermind.,5,Irrelevant
Slime Sk8s,"100% Legitimate,  I would encourage anyone interested should go check out his social media for contact information.",5,Ad
NOBODD SPECIAL,A real true motivator,5,Irrelevant
IsSa CyN,Love Great music,5,Irrelevant
Triple Platinum Records,Triple Platinum Only 🔥🔥🔥,5,Ad
Zuri superpgz,👏👏👏,5,Ad
Kevin Worrell,"David Chelf is the owner of Airstream Innovations.  He has been excellent in his communications with us, gets back to us in a day or less and has visited us in Washington State.  His ethics are outstanding.  I rarely meet individuals who are as upstanding as he is.  Ignore the haters who have commented here.  They're competitors who hate his superior product.",5,Valid
Rohembo Rohembo,"Owner makes customers pay 100% upfront and defaults on contract. Blames customers, doesn't return phone calls, sends wrong materials, does not have engineered drawings. Don't even think about paying for his installation services, they will charge you and leave you hanging for 12 months. Ask any of their customers in Arizona or in the citrus industry.  BUYER BEWARE - SCAM",1,Rant
DJi Phantom Drone,"The most recent review clearly has not purchased or installed. I personally witnessed the destruction of the airstream greenhouses on the farm near Temecula California.   The negative reviews are 100% accurate. David Chelf is dishonest. He doesn’t take care of his customers. He has zero service after purchase.  Google David Chelf, his reputation is clearly stated in his internet presence.  And if your in the marijuana industry, forget about support. Forget about how to heating at night, in the winter etc. forget about light drop. Reach out to his current customers for your own review.  Hibuddy organis in Arizona will tell your the same. Young’s nursery in thermal California. AND David Chelf just got sued by his investors for frauds.

STAY AWAY- BUYER BEWARE. Email me directly for photos and video of failing airstream greenhouses.

Wish i could give this negative stars.",1,Rant
Black Lotus Group,"Incredibly poor business ethics. Zero commutation,  constant extreme late shipments, no building instructions, way over priced with mediocre materials.

Hands down the worst purchase I've ever made. Worst company I've ever had to deal with.

I will never buy another building from this company again .

I would never give this greenhouse company a positive recommendation.

Do yourself a favor and reach out to their other customers before buying. I wish someone had warned me.",1,Rant
E Waterman,"I purchased a Contender a few years back (worse time of the year what being the holidays early December 2014), just my luck the factory had em on BO. Conte Sales kept me posted and updated as to status right up to installation (Jan. 2015) which they performed flawlessly...perfect with no issues and it has kept true since then. Table basically paid for itself by the savings over table use pay time.
They had a wide assortment of accessories to choose from which I took advantage of: over table lighting, cues w/rack, balls, chaulk and a specially made leather cover. I even purchased 2 sets of high quality competition bristle board darts along with a set of electronic board darts and extra tips while there.
Fast forward to 3/8/18 and due to a flooring update requiring moving table I needed some reliable advice as to proper procedure which John was more than willing to render. He even recalled the original purchase/installation and treated me just like family.
Excellent company to do business with. Thank you guys.",5,Valid
roberto gonzalez,Variety of stuff,5,Irrelevant
Yuri Cheremetiev,This device is truly life saving. Well worth the money. I highly recommend this to all drivers and parents who want to make sure their kids are paying attention to the road and not using their phones while driving. #savelives #distracteddrivingdevice,5,Valid
Dominique Bommarito,Limo express is by far one of the best limo services I have used... very friendly.. I would recommend to anybody that needs a limo to use them,5,Valid
Zac Brindley,"On October 12th the driver of one of their escalade limos wasnt paying attention and reversed completely destroying the front end of my car (with a full limo of people), spoke to the owner on the drivers cell phone and was reassured they would pay for the damages and to contact the office that following Monday and they would take care of me.  Not only did they not return any calls after several days nor answer my my facebook messege (which they read) my car was totaled by the insurance company and I am currently without a car.  Thank God I called the police and a report was made stating it was their fault, because had I not I would have been completely screwed due to Michigan's no fault.

A dishonest company and your money is better spent elsewhere

I wish i could leave 0 stars",1,Rant
Mrs Me,"If I could them ZERO stars I would. Day of my sister's wedding our bus stopped, had to wait 30+ minutes for them to bri' g us another bus a d when we called the office, they acted as if it wasn't a big deal.  .  . I would never SPEND my money with them.",1,Rant
tonya Johnson,Alright Staff,3,Irrelevant
Kara O'Brien,Industry Arabic was fantastic to work with. I work at a international development firm which required the professional translation of a government document written in Arabic. Industry Arabic was able to turn around the translation in a timely and professional manner. They were also very receptive when we requested additional paragraphs and formatting to be included in the price. Industry Arabic was highly responsive throughout the entire process which was incredibly helpful. I would highly recommend working with Industry Arabic and I look forward to working with them again in the future.,5,Valid
Laithnmasri,"Responded very quickly for a personal project I needed translation for. Not only did they provide a great translation, they were able to provide the context and pronunciation for the text I was translating. It truly was above and beyond customer service and I couldn't be more happy.",5,Valid
Treda Marie,Prompt and friendly service! A joy to work with :-),5,Valid
Mary Scherer,"I had the pleasure of working with Michael Joseph at Industry Arabic to accomplish my company's Arabic translation needs over 8+ months. Time and time again, I was amazed by their quick response time and skillfulness to tackle any translation job that I sent them, be that Web Copy, Formal Invitations, Email Correspondence or Legal Documents. We chose Industry Arabic after researching several other translation services and I could not be happier with our selection.",5,Valid
Maliha Ali,"Exceptional customer-centric service! Industry Arabic takes extra effort to understand the context of the required translation product. This results in not just a perfect product, but one that is appropriate to the function it was created for. Moreover,  the team engages in hassle free and timely follow up and revisions if needed. I highly recommend Industry Arabic for its excellent customer service. Great quality for a reasonable price!",5,Valid
Mike Niconchuk,"Their team is top-notch. We sent them some massive technical projects and they did an excellent job, even for unfamiliar terminology. We did use a subsequent grammar review company, since Arabic often needs that extra layer of refinement, but overall Industry Arabic did a stellar job and I cannot recommend them highly enough.",5,Valid
David Hoff,"I have used Industry Arabic to translate two sections of audio in Arabic into English text and they did an excellent job in both cases. The turn around time was short, the quality was excellent and the price was reasonable. I will use them again.",5,Valid
Adam Molyneux-Berry,"Professional, easy to deal with and delivering great quality work. Micheal even worked over the weekend to complete, notarise and send the document we needed translated. Would highly recommend their services.",5,Valid
Cory Stephens,"Industry Arabic has translated the entirety of my website, professional contracts, formal letters, and other communications. The team is professional, they work fast, and they will continue to be my primary resource for Arabic translations. Great company to do business with, Highly recommended.",5,Valid
Manar Mohsen,"Having collaborated closely and regularly with Industry Arabic for over a year for their translation and transcription services (Arabic-English-French),  I cannot recommend them strongly enough — highly professional, excellent quality of work, and accommodating to the specific needs of your project. They are very committed, and take the time to understand and work on the basis of the details of the project, in order to ensure that you receive the best product possible.",5,Valid
Usama Hassanein,"I had a pleasant experience with Industry Arabic, they did the translation in a propositional and timely manner, Cant ask for better outcome. Great Job!",5,Valid
Parama Sigurdsen,"I work at the WORLD Policy Analysis Center at UCLA. We analyze and compare policies and legislation from all 193 UN countries to create a globally comparable picture on over 1000+ indicators. Will and his team at Industry Arabic have translated many Arabic legislation for us. We have been extremely happy with their accuracy, reasonable pricing, responsiveness, delivering on time, and willingness to take on customized requests. Working with Industry Arabic has been a pleasure. Highly recommended!",5,Valid
Nathalie M Peutz,"I have used Industry Arabic 5 times in the past year. Each time, I received a quote for translation work within a day and a completed translation within a day or two (depending on whether it is urgent or not). The translations are excellent, and the prices are very good for this calibre of work. I highly recommend their services and will be using them again.",5,Valid
Michael Gedeon,Strongly recommend Industry Arabic!  My small project for a personal special occasion was handled with great care and promptly.  Thank you Industry Arabic Translation Services!,5,Valid
Kimberly Zenz,"Industry Arabic is quick, professional, helpful and on multiple occasions have gone the extra mile to help us or deliver a quick translation.  I am glad to recommend them.",5,Valid
Sara Frodge,"Industry Arabic is extremely fast, professional and easy to work with. I would recommend their services to anyone in need of Arabic translation.",5,Valid
Ivy Estabrooke,Excellent and quick turn around!,5,Valid
Eric Anderson,"James is a very talented artist, good marketer, great neighbor! Love Washington Heights Neighborhood",5,Irrelevant
Jodie Rosenberg,"10/10 would recommend shopping at Lat & Lo, they are the BEST Coordinates Company around! They have AMAZING Jewelry that WILL NOT tarnish, fast shipping and their customer service is just impeccable. I would HIGHLY recommend buying their jewelry, I always do. I even buy my friends jewelry pieces, whether it be for a wedding present, a birthday, graduation or even a baby shower. Lat & Lo specializes in sentimental. They definitely know what they are doing! BEST COMPANY EVER! ❤️",5,Ad
The Boogeyman,I was gifted a beautiful necklace for a house warming gift when my gf and I bought our first home together. It was a beautiful piece and we both really loved it. It was truly a unique idea. It always makes me smile when i see it. Its amazing how something so small can hold so much sentimental value to you.,5,Irrelevant
Chris Harper,"This company has a beautiful website and an awesome tag line ; “we make people cry”. Several months ago I purchased a birthday present for myself. I ordered the necklace with the anchor. I had the pendant engraved with my LONGITUDE AND LATITUDE of my current living address.  On the back is engraved PEACE AND LOVE.
They are very meaningful and truly cherished quality ITEMS. I will order again from the company for certain.
Chris Harper
Midlothian , VA",5,Valid
Liz Smith,"I was introduced to Lat and Lo a few years ago when my sister gifted me one of their bar necklaces with the coordinates and dates of my wedding. It was so sweet and thoughtful and to this day my favorite piece of jewelry to wear. I always get comments on it when I wear it out (which is most of the time). The jewelry is high quality and has withstood all of my poor care... Beach? Yes. Showers? Yes. Accidentally tangling it in knots in my luggage? No, but... they fixed it after I emailed to explain what happened (many frustrating hours trying to do it myself later) and how much it meant to me. They showed they cared and replaced my chain completely and I think did something to make it prettier because I swear it came back like new.(that may be my imagination but I love it).  Because I love it, when the company I work for asked me to highlight a locally woman owned business, I chose lat and Lo. Obviously, highly recommend!!",5,Valid
samantha watts,I love all of my lat&lo pieces! My favorite is the star map necklace that shows the exact way the stars where the day that my daughter was born! this is a piece I will cherish forever. So grateful to have found this company!,5,Valid
Taylor Googe,"My boyfriend and I were both gifted necklaces with the coordinates of our first home together a couple of years ago. Not only is do I still have the necklace today, every single time I come across it in my jewelry box, I am reminded of happy memories from that time in our lives. A piece I'll never part with.",5,Irrelevant
Justin,"Was out of ideas for our anniversary and was looking for a gift. Saw an ad and this was The best jewelry gift I have gotten for my wife. Her necklace has the coordinates to Capetown, and it brings up so many great memories and takes us back to our two week honeymoon in South Africa. That trip was amazing and it’s a great conversation piece (even when it’s just the two of us). Hands down, fantastic purchase. Thank you Lat & Lo!!!",5,Valid
Chelsea Florea,"If you’re looking for a sentimental, beautifully crafted piece - this is it!!  I’ve purchased many items from Lat & Lo and have never been disappointed. The quality of each piece is incredible- I’ve had some pieces for years and you would never even know! I go to lat & lo whenever I need that “special gift”",5,Valid
Caty Dovel,"I have several pieces of lat and lo and will continue to buy more. The quality and sentiment are fantastic, there is nothing else out there close to it. Customer service is wonderful and the company in general cares so much about the product they create and customers they create it for. 110% recommend lat and lo!!",5,Valid
Nicole Burton,I have been given two Lat & Lo pieces and I have gifted one. Each piece is deeply personal and always illicit tears of happiness as the receiver hears the story of the coordinates. It's a memorable piece that reminds the wearer of a memory that impacted them. I highly recommend this company and their jewlery!!!,5,Valid
MotheRetreat,"Great company with amazing customer service! I had to make a change on my order, and they were extremely accommodating. I would highly recommend them, and will absolutely be shopping here for future gifts!",5,Valid
William J Wells,My wife and daughter love their Lat & Lo jewelry. I purchased a necklace for my wife with her favorite island coordinates on it. For my daughter she received the charm bangle with 2 charms. Her birth place and her new home in another state.,5,Valid
Nohemi Howell,I love all my Lat & Lo jewelry and it goes with anything. The customer service is so great too! Danielle answered all my questions and helped me pick the perfect necklace for my upcoming vacation.,5,Valid
Kim Watts,I can’t say enough good things about discovering these unique gifts!  They are such a treasure to those who receive them.  My latest purchase was for my sister to congratulation 🎉 her on her new dream 🏡,5,Valid
Bridget McNeff Daly,I’ve bought several pieces from Lat & Lo everything  has been great quality I love them. It’s a great gift idea I purchased several for Christmas. Wish I had one of every piece.,5,Valid
Christian Wells,I was lucky enough to have an inside track and found out about Lat & Lo very early. Since that time I've bought a couple of items from them. Been very happy with all my purchases. I recently looked back on their website for a gift for somebody else and am amazed at how much they've grown. Now there's more choices than ever of one of the most unique jewelry items you can find. They also have a great team that will take care of you from beginning to end. Cannot recommend these people enough.,5,Valid
Lori Lambert,Love my Lat &Lo necklace!  Very pleased with the quality ended up buying another for a friend.  Great gift to commemorate a special occasion.,5,Valid
cheri holesko,I have many piece and love them all!! Super easy to navigate the order and great quality. Will definitely order again!,5,Valid
Adrienne Fisher,I love lat&lo jewelry so much! Such amazing and sentimental gifts for special people in my life. Thank you!,5,Valid
Jessi Holesko,"I’m obsessed with my Lat n Lo jewelry, I have 3 and they mean so much to me. There’s not a better sentimental gift out there, I love to give them and see people’s face light up. Great quality too! 👏🏼👏🏼👏🏼",5,Valid
earnest Holley,"Always excellent customer service, packaging, and incredible quality. Thank you so much- it is incredibly beautiful art of jewelry. Be sure to check out their Instagram too!",5,Valid
Denise,My daughter was born in Germany and Lat & Lo was able to find the exact location! My daughter loved it! Would highly recommend! Unique gifts!,5,Valid
yewww,My girlfriend bought me  a dog tag necklace and I love it! Thank you so much Lat & Lo! -Cort,5,Valid
Dale Lethio,"The necklace is special because it has the coordinates of where we met, and the inscription says “where it began”. We just celebrated our 60th anniversary! It was a gift from our family.
Peggy",5,Valid
Monica Epsky,The jewelry I ordered for my mom was beautiful! Danielle was wonderful to work with and made the personalization process easy!,5,Valid
Jacee Mitchell,The perfect gift!! Lat & Lo is my go to for great gifts- their customer service team exceeded any expectations that I could have had!,5,Valid
destin brown,Beautiful and unique jewelry created by amazing people! Highly recommend especially to give as gifts!,5,Valid
Natalia Hawkesworth,"Five stars always! Gorgeous and meaningful, there isn’t an occasion or world travel where a Lat & Lo isn’t the perfect gift!",5,Valid
Kevin Booth,Great family owned business the quality of the product is outstanding will definitely Recommend to friends and family thank you for a great service,5,Valid
Amanda McCullers,"Absolutely love their jewelry, and the staff is fantastic. I recommend this company to all of my friends.",5,Valid
Raul Alvarado,Very nice gift I purchased for someone special with the coordinates of where we first met and she loves it,5,Valid
Tiffany Smith,I absolutely love all the items I have gotten from Lat & Lo! Beautiful personal keepsakes that anyone can cherish forever!,5,Valid
- Watts,I bought a bracelet for my girlfriend with the coordinates of where we met. The bracelet was perfect and she loved it.,5,Valid
Sophia Alvarado,"I ordered friendship necklaces for my friend and I last year from Lat & Lo. We both wear them every single day! It’s like a memory that we get to carry with us everywhere, no matter how far apart we live.",5,Valid
Kristen Jenkins,Thank you so much i love my bracelet with our wedding location!,5,Valid
Amanda George,"I had an excellent experience with Lat & Lo. I had a few questions for customer service, and they quickly responded with exactly the info I needed. Further, the custom necklace arrived even sooner than I expected. I will definitely shop with them again and recommend them!",5,Valid
Christina Hartley,My husband ordered my wedding band from Lat & Lo and it is honestly my favorite piece of jewelry. He had the coordinates of our wedding venue location inscribed oh the band and our new last name put on the inside. I remember our wedding photographer saying they had never seen a band like that and loved it! I will forever cherish this ring!,5,Valid
Alexis Cook,"Lat & Lo has made memories real for me and my family for over 2 years. Great quality products, and excellent customer service makes this my go to place for thoughtful gifts!",5,Valid
Emily Gaetke,"Great company - the offices can be found in the alley behind ""little melrose""",5,Irrelevant
Kaitlyn A. Rice,"I've worked at coded{pr} for more than three years now. I'd sworn off agency life prior to meeting Jennifer, but was immediately drawn to her and knew she was building something special over here. We are small, but mighty and get to work alongside some of the coolest brands out there.",5,Irrelevant
Simply Bee,coded{pr} has the cutest office and showroom located in Melrose Alley! Everyone is so nice and a pleasure to work with.,5,Valid
Erin Lailhengue,"Amazing company to work for that provides outstanding PR services to fashion, bridal, and lifestyle brands.",5,Valid
Katrina Barton,"I love working with Coded! Super professional, so connected and always on hand to support our business.",5,Valid
Digital Skratch,"I've had the pleasure of knowing Wez at RDC since back in our college days. He was one of the most talented people at school mixing in elements of design, audio, and video. Since then Wez has taken his skills to the next level and branched out even further. We've worked on several projects together and have also sent clients directly to him without hesitation that were a better fit. Highly recommended.",5,Irrelevant
Kiloibelo,"Very nice inside, relaxing warm feeling. Very comfortable furniture & environment! Excellent service with experienced staff! Looks brand new! Nice music, nice people, nice mirrors, nice lighting and clean restroom and hair washing stations💯👍🙌🤙",5,Valid
Anthony Justice,"So I found this place through my old barber (@john_freshcutz)that left after Blessed Barbershop closed. He recommended me to his brother Josh (@stout_ep)that works there and he's definitely my go to from now on. I have nothing but praises for the work he does. The environment is pretty chill, welcoming and open as well. I'd definitely recommend a visit if you're looking for a dope cut ✂️ or even if you want to get your lady a fresh du.",4,Valid
Aivlys Ojelomram,"I made an appointment and was required to leave a $40 deposit to save my spot at 1pm which would also be deducted from the total price for hair service. But if I wouldn't show up to my appointment at scheduled time, I would loose the $40. Come the day of my appointment and I was not seen till 3:15pm, then when the stylist finally finished with my hair, she told me the total was $110, I then reminded her to deduct the $40 to which she stated she had forgotten about it. So she then charged me $90, but $110 minus $40 should be $70. So stylist didn't keep her appointment time for me which I made a $40 deposit for, she also charged me more than she should have after deducting the deposit. After she finished with my hairstyle, I asked her when did i need to come in again for touch up and she made an appointment for me for approximately 54 days later and stated that's when I would need a touch up. But the color only lasted 8 days on my hair. This is very unprofessional all from her charging $40 deposit and not keeping the time, not deducting the $40 deposit from total price and hair color not lasting but 8 days and not providing a solution for this. Totally bad customer service and bad experience. This is not right at all.",1,Rant
Angelica Velarde,My daughter's sweet 16 invitations came out beautiful! Will definitely go back for my next event!,5,Valid
Anna Lewis,"Super classy place. Everytime I move I look for someplace that does short hair really well, and they really do a good job. Fair prices and excellent work.",5,Valid
Drea Chavez,"I can’t say enough great things about this place. Everyone is professional and the place is super clean I enjoyed the vibe and Jeremiah was a complete subject matter expert.
This is definitely a 10 out of 10
Will be coming back 1000%",5,Valid
Norma Donovan,"Hands down the best place to come get your hair done. They do a phenomenal every step with utmost professionalism, great expertise.  Jeremiah Navarro and Brittany Lee are gifted and just pull out all stops for the best experience of a lifetime . I highly recommend it and I promise you will not regret it !!!!",5,Valid
Luz Beltran,My experience here was so wonderful I had waited for so many years to find a salon and a person that can do the services I needed on my hair the way I have desired for it to come out. I'm very pleased and happy with the turn out and for sure I will be making sozo the place to go get all my services done. A special thanKS to all who work their.,5,Valid
Sonia Brown,I highly recommend Sozo Studio Salon! Jeremiah Navarro is my stylist and he is absolutely the best! You'll never look better under his care!!!,5,Valid
Brittany Lee,"Best salon in elpaso!  If your looking for well educated and trained hair stylist, this is the place to go.",5,Valid
Raquel Bermudez,"Awesome friendly highly recommend
Donna lazcano",5,Valid
Jackie Silva,Great place... great people!!!,5,Valid
London Lopez,BEST SALON IN TEXAS!!!!!,5,Rant
Tuwanda Lewis,Kim is Bomb stylist,5,Irrelevant
Mayra M,Awesome,5,Valid
Olga Saenz,"(Translated by Google) Everyone is very kind and does a very good job

(Original)
Tod@s son muy amables y hacen muy buen trabajo",5,Valid
Sofly 25,"(Translated by Google) Best salon in El Paso❤️❤️

(Original)
Best salon in El Paso❤️❤️",5,Valid
Strawberry Beefcake,"FELLOW CYCLISTS: The ""owner"" Ashley seems to think letting people break the law and park in the bike lane is fine because, ""the police officers that eat there do it."" Mercedes owner was parked in the middle of the bike lane so far that you had to unsafely pass her car, or illegally ride your bike on the sidewalk.

👎Edited to add after Helen's update, good to know that ""we're sorry"" isn't in your vocabulary, and endangering cyclist lives is okay with you. 👎",1,Rant
Barbara Scholnick,"WholeMade Kitchen is a wonderful option to cooking my own meals and perhaps healthier. Both Chicken Soup just like Mom used to make and Chicken Bone Broth are available all the time and  very nourishing. Flu season watch out! There are enough tasty options to satisfy even the fussy eater. Helen, Ashley and the gang are all very helpful.",5,Valid
Lisa Stavaridis,"Pat the chef is totally awesome,  he set me up with a delicious meal and it's safe for me to eat.  No gluten. The menu is incredible,  fresh,  and healthy.  What a great addition to the community. I'm not aware of any other place like it on the north shore.  Highly recommend,  I can't wait to go back.",5,Valid
Melissa Rutherford,"Amazing food and amazing team.  When I travel I order food to make sure my family eats well (and to say Thank you!).  Rachel can customize meals easily and her treats are delicious!  I've never received less than 5 star service from the ordering, check-out, delivery or eating experience.  Absolutely use them to keep yourself from cooking or to make healthy eating simple!",5,Valid
S A,"I have been going to Wholemade Kitchen since it opened, and am very happy they did!  My digestive issues have been progressively disappearing, which I attribute to the nutrient dense, tasty bone broth and gluten free food.  Having autoimmune disease, Helen's food has been a miracle as I go through my healing journey without medications!  The staff are super friendly and customer oriented.",5,Valid
Erin Davison,"We love Chicken or the Eggplant! It is so nice on a busy night to know we have a healthy, delicious meal ready to go. They are amazing about food allergies. The prices are reasonable, the food is fresh, many options are organic, the portions are generous, and everything is always delicious! They are very kind and wonderful about communicating with customers regarding food allergy questions!",5,Valid
Jackie Dion,"Chicken or the Eggplant is exactly what I had been looking for to make my life easier AND healthier!  As a household with two full time working parents with two young kids, finding time to cook healthy meals is difficult.  Heck - even getting to the grocery store to buy the ingredients  to cook healthy meals is impossible some weeks!  The food is delicious, healthy, fresh, and gets delivered right to your door - are kidding me!!!  The customer service is some of the best of any company I've experienced!  I can't recommend Chicken or the Eggplant enough!!  I order from them weekly!",5,Valid
Jennifer Langan,"My husband and I order from the Chicken or the Eggplant regularly and it never disappoints.  The food/recipes are healthy, fresh and always changing. The menu is creative and offers a great variety so you never get bored of eating the same thing. It's perfect if you have a busy week and don't have time to cook. The meals are perfectly portioned and very satisfying.  Thank you CHEGG!",5,Valid
Kate Somssich,A huge shout out to the Chicken or the Eggplant.  Their food is always delicious and super healthy.  The menu changes every week and it's always amazing.  Not to mention the custom service is also 5+ stars.  Thank you COTE for helping this busy working mom provide good healthy food to my family and myself.,5,Valid
Liv ZenBuddha,"This past spring my daughter experienced complications following a surgical procedure.  Not being able to eat solids for a few weeks and the use of Motrin during that period of time created a variety of awful gastrointestinal symptoms.
Meeting owner, Helen Allard, and her team at WholeMade Kitchen, has been a true blessing.  Helen is a Nutritional Therapy Practitioner who is incredibly knowledgeable, kind and could not have been more compassionate & supportive of my daughter's situation.
Helen created a step by step plan to get my daughter's health back on track with a nutritional plan that will benefit her throughout her life. Four weeks into the new protocol, my daughter is no longer experiencing gastro issues and now is enjoying a variety of foods from WholeMade Kitchen!
Thank you Helen, Ashley, Pat & Team!!!",5,Valid
Donna Goolkasian,"Loved everything about WholeMade Kitchen - the place, the people, and the food. The food is quality, healthy, and most importantly - Delicious! Bone broth is amazing.
Please come to the Boston area!!!",5,Valid
Jenica Allen,Consistently delicious and fresh food delivered to my door.  No excuses not to eat well during a busy work week!  The team is very responsive to questions and feedback too.,5,Valid
Linda Connolly,"I've tried other 'prepared' meals, but they don't come close to Chicken or the Eggplant ! The food is always delicious..although,  I do have my favorite..Mexican meatloaf ! There hasn't been  a meal that I didn't enjoy. Great healthy meals, convenience, awesome customer service ..and no cooking for me ..what more could I ask for !",5,Valid
Joseph Gosselin (Popple),"We used to get meals from Chicken or the Eggplant, and really loved them and their service. But they have since sold to a new entity, ""WholeMade Kitchen"", which has changed the menu to a boring standard a-la-carte format, jacked the prices up through the roof, and seems to think that chicken broth is magic (it isn't.) All the positive reviews here are for a wonderful service that no longer exists. Don't be fooled.",1,Rant
Aime Pope,"We couldn't be happier with our experience with Chicken or the Eggplant! Like so many people, we're busy with little time to cook, but healthy food is so important to us! With a fridge full of flavorful whole foods, our only criticism is that we can never decide which meal to eat first! 10 Stars!",5,Valid
Steve Rene,"This was the best Thanksgiving Dinner (sorry, Mom) that I've ever tasted! So easy to heat and serve, but the flavor was worth five stars or more. So natural and moist, I can't wait to order again next time it's available.

Amazing sides like bacon brussel sprouts, too! And the gravy...rockstar!",5,Valid
Anthony Franciskato,Good food.,5,Irrelevant
Maureen Reynolds,Such a help when doing whole 30- but I love the variety and delicious flavors so I will continue to order every week 👏🏻👏🏻😀❤️,5,Valid
Sandra Tetreault,Healthy and delicious. Great people. The best!,5,Valid
Ashley Maggio,Rachel and Allison are amazing!!!! Food is so good and healthy.  Great for those like myself who hate cooking!,5,Valid
Jean Pembroke,The food is fantastic and the service provided makes life so much easier!,5,Valid
Emra Zuna,"WOW. All I can say is I just had the maple salmon, and I had to book it back to my computer to make sure I get my order in for next thursday. The sweet potatoes were decadently moist, even though I reheated in the microwave, asparagus was at a perfect tenderness and my salmon was cooked perfectly. The honey dijon glaze was amazing. It's definitely pricey, but think about it, you probably spend $12 ordering a salad or sub from some take out place when you get lunch at work or god forbid get a terrible salad at the Cumming's cafe (marino's?) that is bland and overpriced but you convince yourself that it's for the best since you're trying to be healthy, but for a couple more bucks, you get the convenience of delivery, the amazing taste I have yet to get from a take out restaurant and the peace of mind knowing you have treated your body like a temple and fed it the proper amount of veggies, protein and carbs. I will go broke eating here!",5,Valid
Steven Nalbandian,Best food youll ever have from a kitchen,5,Valid
Tracy Conley,"Heck yeah.....clucking delicious.   Every meal, every week.   Shout out to Diane!!",5,Valid
Beverly Massage Therapy,Amazing delicious food.,5,Valid
Caroline Cruickshank,"The thought of remodeling my shower was daunting. I had thought of doing it my self,  but realized I would have no idea how to. Instead I looked at the photos and reviews for Quality Restorations. Shelving, coloring themes, and tub; everything I wanted and more beautiful than I could have imaged! The shower remodel took my bathroom out of the 80's brought it to a whole new level of comfort and beauty. I recommend Quality Restoration for any and all bathroom remodels.",5,Valid
ron otte,"Len and his team just finished with our shower remodel and WOW!  Much nicer than the original. Len offered suggestions and ideas that we had not thought about. Adam and Chris, who did the remodel, were outstanding. They took care of our home like it was their own. Not a speck of debris when they were done. The finished shower is beautiful. I can’t imagine ever doing another remodel that did not include Quality Restorations.",5,Valid
Carol Armbrust,"If you’re looking for a business that is Credible, Trustworthy, Detailed and Client Focused, look no further than Quality Restorations with respectable business owner Len Awe.  I had a 1983 bathtub and I was looking for a company that does bathroom remodel.  True craftsmanship, thorough and meticulous in their work, Thank you, Bryant, Troy and Chris!
Don’t think about this one too hard – Company is great!",5,Valid
joanne Fletcher,"ADAM, MACK & JUSTIN WERE VERY PROFESSIONAL. DURING DEMO PROCESS THEY KEPT ALL AREAS VERY CLEAN AS THEY WORKED. VERY PUNCTUAL AS FAR AS TIME & LESS THAN 2 DAYS, IN & OUT & NO MESS BEHIND. WE JUST LOVE OUR NEW BATHROOM!  THANK YOU ALL",5,Valid
Chris Cruickshank,"Amazing install. The crew was very professional and fast!
We will be using them again in the future.",5,Valid
Dylan B.,"I can't say enough good things about Quality Restorations!
If I had another bathroom, they would certainly be who I called for a renovation. They were responsive, professional, and friendly with their services. The end products in both of our bathrooms are simple and elegant. I also really trust their products, they're sturdy and gorgeous, not to mention they're SO EASY TO CLEAN. I was very impressed with Quality Restorations and would recommend them over and over again. I am really grateful for their work!",5,Valid
Hiccup2weeks,"Len and his crew did an amazing job remodeling our shower/tub combo. Not only did they move up the timeline to handle our emergency, but it was honestly more affordable than anyone else who gave us a quote.
They did it in a single day and communicated everything with us while they proceeded. I look forward to getting the rest of our bathroom done when the time is right.",5,Valid
Lynn Valeu,"Len was awesome and really worked with us on our design and schedule for our shower remodel. Randy, Bryant, and Mack were great at getting the work done and showing me any issues or educational items along the way.  All of them were polite, professional and a joy to work with - even with my curious animals trying to get in their way! We are very happy and thrilled to have a beautiful new shower!!!  Thank you!!! We can’t wait to do another remodel with you!",5,Valid
shawn kropi,"Len was a pleasure to meet to get things started for our bathroom remodel, As for the work of the remodel Mike, Adam and Ricky did amazing work. On time, respectful and knowledgeable would definitely recommend.",5,Valid
JM,"Len quickly contacted me to set up an appointment, and he understood exactly what we wanted for our bathroom remodel. Once work started Mike, Adam, and Ricky were amazing! Mike made sure to check in with us to ensure that we were getting exactly what we wanted, and I can't say enough about their professionalism and quality of work! They always kept the work area clean and completed the job on schedule. I would give them 10 stars if I could!",5,Valid
Jacki Rose,"Great workers. Excellent job!  Did a fantastic job especially when finding ""surprises"" behind the shower wall.",5,Valid
Nicholas Henegan,Quality Restorations really live up to their name! They have done two bathroom renovation projects for me in 2019. Their quality of work was excellent and the work crews were a true pleasure to have in my home. I strongly recommend them!!,5,Valid
Pam Magyar,"From start to finish, this was an amazing experience!  Len understood exactly what we wanted and needed in a shower replacement.  The scheduling of the work was done at our earliest convenience.  Mike, Joe and a helper arrived on time, knew exactly what we had requested and proceeded to do a fantastic job!  Workmen in your home can be a trial but these guys made it as pleasant as it could possibly be.  They were courteous, respectful of their surroundings and fine craftsmen.  Since they cleaned up after themselves the only evidence they'd even been here was a beautiful shower!  We'd give Quality Restorations more than 5 stars if that were possible!  Thanks so much, guys.",5,Valid
Ronald Lombard,"Len’s team did a great job on our bathroom remodel. We were pleased with the end outcome of the project. We have remodeled other homes, and I would recommend Len and use his services again.",5,Valid
